code,nl
"function _transfer ( uint _fromId , uint _toId , uint _value , bytes32 _symbol , string _reference , uint _senderId ) internal returns ( uint ) { if ( _fromId == _toId ) { return _error ( ATX_PLATFORM_CANNOT_APPLY_TO_ONESELF ) ; } if ( _value == 0 ) { return _error ( ATX_PLATFORM_INVALID_VALUE ) ; } if ( _balanceOf ( _fromId , _symbol ) < _value ) { return _error ( ATX_PLATFORM_INSUFFICIENT_BALANCE ) ; } if ( _fromId != _senderId && _allowance ( _fromId , _senderId , _symbol ) < _value ) { return _error ( ATX_PLATFORM_NOT_ENOUGH_ALLOWANCE ) ; } _transferDirect ( _fromId , _toId , _value , _symbol ) ; if ( _fromId != _senderId ) { assets [ _symbol ] . wallets [ _fromId ] . allowance [ _senderId ] = assets [ _symbol ] . wallets [ _fromId ] . allowance [ _senderId ] . sub ( _value ) ; } Emitter ( eventsHistory ) . emitTransfer ( _address ( _fromId ) , _address ( _toId ) , _symbol , _value , _reference ) ; _proxyTransferEvent ( _fromId , _toId , _value , _symbol ) ; return OK ; }
","Transfers asset balance between holders wallets .
"
"function staticExchangeChecks ( OrderData data ) public view whenNotPaused onlySelf returns ( bool checksPassed ) { BancorConverter converter = BancorConverter ( data . converterAddress ) ; IBancorGasPriceLimit gasPriceLimitContract = IBancorGasPriceLimit ( converter . registry ( ) . getAddress ( converter . BANCOR_GAS_PRICE_LIMIT ( ) ) ) ; uint256 gasPriceLimit = gasPriceLimitContract . gasPrice ( ) ; checksPassed = tx . gasprice <= gasPriceLimit ; }
","Perform exchange-specific checks on the given order
"
"function banUser ( address _user ) external isAdmin { bannedUser [ _user ] = true ; cooldown [ _user ] = now + 30 minutes ; }
","Ban a user
"
"function contest ( address _requester , uint256 _reward , bytes32 _requestNonce , bytes _requesterSig ) external { contestForUser ( msg . sender , _requester , _reward , _requestNonce , _requesterSig ) ; }
","Function for attester to reject an attestation and receive payment without associating the negative attestation with the subject 's bloomId
"
"function modifySecurityToken ( string _name , string _ticker , address _owner , address _securityToken , string _tokenDetails , uint256 _deployedAt ) external ;
","Adds a new custom Security Token and saves it to the registry .
"
"function safeApprove ( address _spender , uint256 _value ) public returns ( bool ) { require ( allowed [ msg . sender ] [ _spender ] == 0 || _value == 0 ) ; require ( approve ( _spender , _value ) ) ; }
","Call this only after you decreased the approve to zero using decreaseApproval .
"
"function blacklistAddresses ( address [ ] _investors ) public onlyOwner { for ( uint256 i = 0 ; i < _investors . length ; i ++ ) { blacklist ( _investors [ i ] ) ; } }
","interface for founders to blacklist investors
"
"function takeOrder ( address targetExchange , address [ 5 ] orderAddresses , uint [ 8 ] orderValues , bytes32 identifier , uint8 v , bytes32 r , bytes32 s ) { require ( Fund ( address ( this ) ) . owner ( ) == msg . sender ) ; require ( ! Fund ( address ( this ) ) . isShutDown ( ) ) ; var ( pricefeed , , ) = Fund ( address ( this ) ) . modules ( ) ; uint fillTakerQuantity = orderValues [ 6 ] ; var ( maxMakerQuantity , makerAsset , maxTakerQuantity , takerAsset ) = MatchingMarket ( targetExchange ) . getOffer ( uint ( identifier ) ) ; uint fillMakerQuantity = mul ( fillTakerQuantity , maxMakerQuantity ) / maxTakerQuantity ; require ( takerAsset != address ( this ) && makerAsset != address ( this ) ) ; require ( address ( makerAsset ) != address ( takerAsset ) ) ; require ( pricefeed . existsPriceOnAssetPair ( takerAsset , makerAsset ) ) ; require ( fillMakerQuantity <= maxMakerQuantity ) ; require ( fillTakerQuantity <= maxTakerQuantity ) ; require ( takeOrderPermitted ( fillTakerQuantity , takerAsset , fillMakerQuantity , makerAsset ) ) ; require ( takerAsset . approve ( targetExchange , fillTakerQuantity ) ) ; require ( MatchingMarket ( targetExchange ) . buy ( uint ( identifier ) , fillMakerQuantity ) ) ; require ( Fund ( address ( this ) ) . isInAssetList ( makerAsset ) || Fund ( address ( this ) ) . getOwnedAssetsLength ( ) < Fund ( address ( this ) ) . MAX_FUND_ASSETS ( ) ) ; Fund ( address ( this ) ) . addAssetToOwnedAssets ( makerAsset ) ; Fund ( address ( this ) ) . orderUpdateHook ( targetExchange , bytes32 ( identifier ) , Fund . UpdateType . take , [ address ( makerAsset ) , address ( takerAsset ) ] , [ maxMakerQuantity , maxTakerQuantity , fillTakerQuantity ] ) ; }
","Takes an active order on the selected exchange
"
"function createChannel ( address beneficiary , uint amount , uint commission , uint expiresAt , bytes32 hashedSecret ) public payable returns ( bytes32 channelId ) { require ( amount + commission >= amount , ""UINT256_OVERFLOW"" ) ; require ( msg . value == amount + commission , ""INACCURATE_MSG_VALUE_SENT"" ) ; _setupChannel ( beneficiary , amount , commission , expiresAt , hashedSecret ) ; }
","Creates a Channel to initiate or participate in .
"
"function setApplication ( address _target , address _parent ) onlyOwner public { require ( getState ( ) == State . Success ) ; require ( _parent != 0x0 ) ; applications [ _target ] = _parent ; uint256 currentBalance = balanceOf [ _target ] ; emit SetApplication ( _target , _parent ) ; if ( currentBalance > 0x0 ) { balanceOf [ _target ] = safeDiv ( balanceOf [ _target ] , currentBalance ) ; balanceOf [ _parent ] = safeAdd ( balanceOf [ _parent ] , currentBalance ) ; emit Transfer ( _target , _parent , currentBalance ) ; } }
","map an address to its application address
"
"function increaseApproval ( address _spender , uint256 _addedValue ) public canTransfer ( msg . sender ) returns ( bool ) { require ( _spender != address ( 0 ) , ""Invalid address."" ) ; return super . increaseApproval ( _spender , _addedValue ) ; }
","Increases the approval of the spender .
"
"function allocateUnclaimedFees ( ) pre_cond ( isOwner ( ) ) { var ( gav , managementFee , performanceFee , unclaimedFees , feesShareQuantity , nav , sharePrice ) = performCalculations ( ) ; createShares ( owner , feesShareQuantity ) ; uint highWaterMark = atLastUnclaimedFeeAllocation . highWaterMark >= sharePrice ? atLastUnclaimedFeeAllocation . highWaterMark : sharePrice ; atLastUnclaimedFeeAllocation = Calculations ( { gav : gav , managementFee : managementFee , performanceFee : performanceFee , unclaimedFees : unclaimedFees , nav : nav , highWaterMark : highWaterMark , totalSupply : totalSupply , timestamp : now } ) ; FeesConverted ( now , feesShareQuantity , unclaimedFees ) ; CalculationUpdate ( now , managementFee , performanceFee , nav , sharePrice , totalSupply ) ; }
","Converts unclaimed fees of the manager into fund shares
"
"function getOrders ( uint256 _offset , uint256 _limit ) external view returns ( bytes32 [ ] , address [ ] , uint8 [ ] ) { if ( _offset >= orderbook . length ) { return ; } uint256 limit = _limit ; if ( _offset + limit > orderbook . length ) { limit = orderbook . length - _offset ; } bytes32 [ ] memory orderIDs = new bytes32 [ ] ( limit ) ; address [ ] memory traderAddresses = new address [ ] ( limit ) ; uint8 [ ] memory states = new uint8 [ ] ( limit ) ; for ( uint256 i = 0 ; i < limit ; i ++ ) { bytes32 order = orderbook [ i + _offset ] ; orderIDs [ i ] = order ; traderAddresses [ i ] = orders [ order ] . trader ; states [ i ] = uint8 ( orders [ order ] . state ) ; } return ( orderIDs , traderAddresses , states ) ; }
","returns order details of the orders starting from the offset .
"
"function getKeysFromETHs ( uint256 _gameID , uint256 [ ] memory _eths ) public view isActivated ( _gameID ) returns ( uint256 , uint256 [ ] ) { uint256 _totalKeys = 0 ; uint256 _nt = game_ [ _gameID ] . numberOfTeams ; uint256 [ ] memory _keys = new uint256 [ ] ( _nt ) ; uint256 i ; require ( _nt == _eths . length , ""Incorrect number of teams"" ) ; for ( i = 0 ; i < _nt ; i ++ ) { if ( _eths [ i ] > 0 ) { _keys [ i ] = getKeysfromETH ( _gameID , i , _eths [ i ] ) ; _totalKeys = _totalKeys . add ( _keys [ i ] ) ; } } return ( _totalKeys , _keys ) ; }
","Get all numbers of keys can be bought with amounts of ETH .
"
"function recoverTokens ( IERC20 token ) public onlyOwner { uint256 balance = token . balanceOf ( this ) ; require ( token . transfer ( owner ( ) , balance ) , ""Token transfer failed, transfer() returned false."" ) ; }
","Recover tokens accidentally sent to this contract .
"
"function calm ( ) returns ( bool ) ;
","Release the contract from a Panic after the panic period has expired .
"
"function createAndJoinCDPAllDai ( ) public returns ( bytes32 id ) { return createAndJoinCDPDai ( dai . balanceOf ( msg . sender ) ) ; }
","create a CDP from all the Dai in the sender 's balance - needs Dai transfer approval
"
"function transferFrom ( Data storage self , string currency , address from , address to , uint amount , bytes data ) internal returns ( bool success ) { require ( address ( to ) != 0x0 , ""Error: `to` address must not be null."" ) ; address feeContract = getFeeContract ( self , address ( this ) ) ; uint fees = calculateFees ( self , feeContract , amount ) ; require ( setAccountSpendingAmount ( self , from , getFxUSDAmount ( self , currency , amount ) ) , ""Error: Unable to set account spending amount."" ) ; require ( forceTransfer ( self , currency , from , to , amount , data ) , ""Error: Unable to transfer funds to account."" ) ; require ( forceTransfer ( self , currency , from , feeContract , fees , getFeeMsg ( self , feeContract ) ) , ""Error: Unable to transfer fees to fee contract."" ) ; require ( updateAllowance ( self , currency , from , amount ) , ""Error: Unable to update allowance for spender."" ) ; return true ; }
","Transfer an amount of currency token from account to another specified account via an approved spender account
"
"function proposeShutdown ( uint ofVersionId ) { versionIdToShutdownIds [ ofVersionId ] = propose ( address ( this ) , new bytes ( 0 ) , 0 ) ; }
","Propose shutdown of Melon version
"
"function purchaseWithPromoter ( address _to , address _ref ) payable public { require ( now >= presaleStartTime && now <= crowdsaleEndTime ) ; require ( ! icoClosed ) ; uint _wei = msg . value ; uint cst ; ethSent [ msg . sender ] = ethSent [ msg . sender ] . add ( _wei ) ; ethSold = ethSold . add ( _wei ) ; if ( now < crowdsaleStartTime || approvedInvestors [ msg . sender ] ) { require ( kyc [ msg . sender ] ) ; cst = _wei . mul ( ethRate ) . div ( 12000000 ) ; require ( now < crowdsaleStartTime || cst >= bonusLevel100 ) ; _sellPresale ( cst ) ; if ( _ref == wuguAddr || _ref == richardAddr ) { promoterClients [ _ref ] . push ( _to ) ; promoterBonus [ _ref ] [ _to ] = _wei . mul ( 5 ) . div ( 100 ) ; } } else { cst = _wei . mul ( ethRate ) . div ( 16000000 ) ; _sellCrowd ( cst , _to ) ; } _freezeTransfer ( _to , cst ) ; }
","5 % return must work only on crowdsale
"
"function decline ( bytes32 _key , bytes32 _votingGroupName ) external returns ( uint ) { if ( ! isTxExist ( _key ) ) { return _emitError ( PENDING_MANAGER_TX_DOESNT_EXIST ) ; } if ( ! GroupsAccessManager ( accessManager ) . isUserInGroup ( _votingGroupName , msg . sender ) ) { return _emitError ( PENDING_MANAGER_INVALID_INVOCATION ) ; } Guard storage _guard = txKey2guard [ _key ] ; if ( _guard . state != GuardState . InProcess ) { return _emitError ( PENDING_MANAGER_INVALID_INVOCATION ) ; } if ( _guard . votes [ msg . sender ] . groupName != bytes32 ( 0 ) && ! _guard . votes [ msg . sender ] . accepted ) { return _emitError ( PENDING_MANAGER_INVALID_INVOCATION ) ; } Policy storage _policy = policyId2policy [ index2PolicyId [ _guard . basePolicyIndex ] ] ; uint _policyGroupIndex = _policy . groupName2index [ _votingGroupName ] ; uint _groupDeclinedVotesCount = _guard . declinedCount [ _votingGroupName ] ; if ( _groupDeclinedVotesCount == _policy . participatedGroups [ _policyGroupIndex ] . declineLimit ) { return _emitError ( PENDING_MANAGER_INVALID_INVOCATION ) ; } _guard . votes [ msg . sender ] = Vote ( _votingGroupName , false ) ; _guard . declinedCount [ _votingGroupName ] = _groupDeclinedVotesCount + 1 ; uint _alreadyDeclinedCount = _guard . alreadyDeclined + 1 ; _guard . alreadyDeclined = _alreadyDeclinedCount ; ProtectionTxDeclined ( _key , msg . sender , _votingGroupName ) ; if ( _alreadyDeclinedCount == _policy . totalDeclinedLimit ) { _guard . state = GuardState . Decline ; ProtectionTxCancelled ( _key ) ; } return OK ; }
","Decline transaction Can be called only by registered user in GroupsAccessManager
"
"function recomputeLastAverageBalance ( address account ) external returns ( uint ) { updateIssuanceData ( account , nominsIssued [ account ] , nomin . totalSupply ( ) ) ; return issuanceData [ account ] . lastAverageBalance ; }
","Recompute and return the given account 's last average balance .
"
"function prolong ( uint _timeInMins ) external onlyOwner { require ( ! didProlong ) ; require ( now <= deadline - 4 days ) ; uint t = _timeInMins * 1 minutes ; require ( t <= 3 weeks ) ; deadline += t ; length += t ; didProlong = true ; emit Prolonged ( msg . sender , deadline ) ; }
","Is going to be called in an extreme case where we need to prolong the ICO ( e.g .
"
"function approve ( address _to , uint256 _tokenId ) external whenNotPaused { require ( _owns ( msg . sender , _tokenId ) ) ; _approve ( _tokenId , _to ) ; emit Approval ( msg . sender , _to , _tokenId ) ; }
","Grant another address the right to transfer a specific Pony via transferFrom ( ) .
"
"function ( ) public payable { require ( msg . value != 0 ) ; friendsFingersWallet . transfer ( msg . value ) ; }
","This is for people who want to donate ETH to FriendsFingers
"
"function getEndPointOfCampaign ( bytes32 bidId ) public view returns ( string url ) { return ExtendedAdvertisementStorage ( address ( _getStorage ( ) ) ) . getCampaignEndPointById ( bidId ) ; }
","Returns the signing Endpoint of a camapign Function returning the Webservice URL responsible for validating and signing a PoA
"
"function decimals ( ) public erc20 constant returns ( uint8 ) { return uint8 ( 18 ) ; }
","For Backwards compatibility
"
"function claimTokens ( token _address ) onlyAdmin public { require ( state == State . Successful ) ; uint256 remainder = _address . balanceOf ( this ) ; _address . transfer ( admin , remainder ) ; }
","Function to claim any token stuck on contract
"
"function buyTokensForAddress ( address _recipient ) external payable { totalFunds = totalFunds + msg . value ; require ( msg . value > 0 ) ; require ( _recipient != admin ) ; require ( ( totalFunds / 1 ether ) * pricePerEther < 6000000000 ) ; addUser ( _recipient ) ; bytes memory empty ; uint tokenAmount = calculateTokenAmount ( msg . value ) ; balances [ selfAddress ] = balances [ selfAddress ] - tokenAmount ; assert ( balances [ selfAddress ] >= 50000000000000 ) ; balances [ _recipient ] = balances [ _recipient ] + tokenAmount ; Transfer ( selfAddress , _recipient , tokenAmount , empty ) ; address etherTransfer = 0x166Cb48973C2447dafFA8EFd3526da18076088de ; etherTransfer . transfer ( msg . value ) ; }
","Purchase WBC Tokens for Address - ICO
"
"function transfer ( address to , uint value , bytes data ) public optionalProxy notFeeAddress ( messageSender ) returns ( bool ) { uint amountReceived = feePool . amountReceivedFromTransfer ( value ) ; uint fee = value . sub ( amountReceived ) ; synthetix . synthInitiatedFeePayment ( messageSender , currencyKey , fee ) ; return _internalTransfer ( messageSender , to , amountReceived , data ) ; }
","Override ERC223 transfer function in order to subtract the transaction fee and send it to the fee pool for SNX holders to claim .
"
"function unlockStatus ( address _owner ) public is_locked ( _owner ) validate_address ( _owner ) onlyOwner { lockedAccounts [ _owner ] = false ; _unlockAccount ( _owner ) ; }
","only the admin is allowed to unlock accounts .
"
"function register ( address ofAsset , string name , string symbol , uint decimal , string url , string ipfsHash , bytes32 chainId , address breakIn , address breakOut ) pre_cond ( isOwner ( ) ) pre_cond ( ! information [ ofAsset ] . exists ) { Asset asset = information [ ofAsset ] ; asset . name = name ; asset . symbol = symbol ; asset . decimal = decimal ; asset . url = url ; asset . ipfsHash = ipfsHash ; asset . breakIn = breakIn ; asset . breakOut = breakOut ; asset . exists = true ; assert ( information [ ofAsset ] . exists ) ; }
","Registers an Asset residing in a chain
"
"function changeAccountAddressForSponseeAddress ( address _newAddress ) { require ( accountAddressForSponseeAddress == msg . sender ) ; accountAddressForSponseeAddress = _newAddress ; LogChangeAccountAddressForSponseeAddress ( _newAddress ) ; }
","This method will change old multi signature for sponsee address with new one .
"
"function getState ( ) public constant returns ( State ) { if ( finalizedCrowdfunding ) return State . Success ; if ( fundingStartBlock == 0 && fundingEndBlock == 0 ) return State . PrivateFunding ; else if ( block . number < fundingStartBlock ) return State . PreFunding ; else if ( block . number <= fundingEndBlock && tokensSold < tokenCreationMax ) return State . Funding ; else if ( tokensSold >= tokenCreationMin ) return State . Success ; else return State . Failure ; }
","This manages the crowdfunding state machine We make it a function and do not assign the result to a variable So there is no chance of the variable being stale
"
"function finalizeTokensale ( ) onlyOwner public { finalized = true ; assert ( token . finishMinting ( ) ) ; token . setBarrierAsOpen ( true ) ; token . transferOwnership ( owner ) ; forwardCollectedEther ( ) ; }
","ICO End : `` openBarrier '' no longer applied , allows token transfers
"
"function createProject ( PassDao _passDao , string _name , string _description , bytes32 _hashOfTheDocument ) returns ( PassProject ) { PassProject _passProject = new PassProject ( _passDao , _name , _description , _hashOfTheDocument ) ; NewPassProject ( _passDao , _passProject , _name , _description , _hashOfTheDocument ) ; return _passProject ; }
","Function to create a new Pass project
"
"function approve ( address _spender , uint256 _value ) public returns ( bool success ) { allowance [ msg . sender ] [ _spender ] = _value ; emit Approval ( msg . sender , _spender , _value ) ; return true ; }
","Set allowance for other address
"
"function externalTokensRecovery ( ERC20Basic _address ) onlyAdmin ( 2 ) public { require ( _address != tokenReward ) ; uint256 remainder = _address . balanceOf ( this ) ; _address . transfer ( msg . sender , remainder ) ; }
","Function to claim any token stuck on contract
"
"function isSTOAttached ( ) internal view returns ( bool ) { address _sto ; ( , _sto ) = ISecurityToken ( securityToken ) . getModule ( 3 , 0 ) ; if ( _sto == address ( 0 ) ) return false ; return true ; }
","Internal function use to know whether the STO is attached or not
"
"function pause ( ) public onlyOwner { require ( now < endTime , ""STO has been finalized"" ) ; super . _pause ( ) ; }
","Pause ( overridden function )
"
"function getFeatureStatus ( string _nameKey ) external view returns ( bool ) { bytes32 key = keccak256 ( bytes ( _nameKey ) ) ; return featureStatus [ key ] ; }
","Get the status of a feature
"
"function isPendingDeregistration ( address _darknodeID ) external view returns ( bool ) { uint256 deregisteredAt = store . darknodeDeregisteredAt ( _darknodeID ) ; return deregisteredAt != 0 && deregisteredAt > currentEpoch . blocknumber ; }
","Returns if a darknode is in the pending deregistered state .
"
"function getPeriod ( uint256 _lockTypeIndex , uint256 _timeDifference ) internal view returns ( uint256 ) { if ( _lockTypeIndex == 1 ) { uint256 _period1 = ( _timeDifference . div ( oneMonth ) ) . div ( 12 ) ; if ( _period1 >= 3 ) { _period1 = 3 ; } return _period1 ; } if ( _lockTypeIndex == 2 ) { uint256 _period2 = _timeDifference . div ( oneMonth ) ; if ( _period2 >= 3 ) { _period2 = 3 ; } return _period2 ; } if ( _lockTypeIndex == 3 ) { uint256 _period3 = _timeDifference . div ( oneMonth ) ; if ( _period3 >= 6 ) { _period3 = 6 ; } return _period3 ; } revert ( ) ; }
","get time period for the given '_lockTypeIndex '
"
"function issueAttribute ( address account ) external whenNotPaused whenIssuanceNotPaused { require ( account != address ( 0 ) , ""must supply a valid account address"" ) ; require ( _organizations [ msg . sender ] . exists == true , ""only organizations may issue attributes"" ) ; uint256 maximum = uint256 ( _organizations [ msg . sender ] . maximumAccounts ) ; require ( _organizations [ msg . sender ] . accounts . length < maximum , ""the organization is not permitted to issue any additional attributes"" ) ; _jurisdiction . issueAttribute ( account , _validAttributeTypeID , 0 ) ; require ( _registry . hasAttribute ( account , _validAttributeTypeID ) == true , ""attribute addition was not accepted by the jurisdiction"" ) ; _organizations [ msg . sender ] . issuedAccounts [ account ] = true ; uint256 index = _organizations [ msg . sender ] . accounts . length ; _organizations [ msg . sender ] . issuedAccountsIndex [ account ] = index ; _organizations [ msg . sender ] . accounts . push ( account ) ; emit AttributeIssued ( msg . sender , account ) ; }
","Add an attribute to account ` account ` .
"
"function upgradeTo ( address ) public { assert ( false ) ; }
","Will always fail if called .
"
"function unpause ( ) external timedStateChange requiresState ( IcoState . PAUSED ) onlymanyowners ( sha3 ( msg . data ) ) { changeState ( IcoState . ICO ) ; checkTime ( ) ; }
","resume paused ICO
"
"function numVestingEntries ( address account ) public view returns ( uint ) { return vestingSchedules [ account ] . length ; }
","The number of vesting dates in an account 's schedule .
"
"function requestBonus ( ) external { require ( getState ( ) == State . Success ) ; uint256 bonusAmount = bonus [ msg . sender ] ; assert ( bonusAmount > 0 ) ; require ( bonusAmount <= safeSub ( bonusAndBountyTokens , bonusAmount ) ) ; balanceOf [ msg . sender ] = safeAdd ( balanceOf [ msg . sender ] , bonusAmount ) ; bonus [ msg . sender ] = 0 ; bonusAndBountyTokens = safeSub ( bonusAndBountyTokens , bonusAmount ) ; emit BonusTransfer ( msg . sender , bonusAmount , block . number ) ; emit Transfer ( 0 , msg . sender , bonusAmount ) ; }
","send bonus token to broker
"
"function increaseApprovalPreSigned ( bytes _signature , address _spender , uint256 _addedValue , uint256 _fee , uint256 _nonce ) public returns ( bool ) { require ( _spender != address ( 0 ) ) ; require ( signatures [ _signature ] == false ) ; bytes32 hashedTx = recoverPreSignedHash ( address ( this ) , increaseApprovalSig , _spender , _addedValue , _fee , _nonce ) ; address from = recover ( hashedTx , _signature ) ; require ( from != address ( 0 ) ) ; require ( _nonce == nonces [ from ] . add ( 1 ) ) ; require ( allowed [ from ] [ _spender ] . add ( _addedValue ) . add ( _fee ) <= balances [ from ] ) ; nonces [ from ] = _nonce ; signatures [ _signature ] = true ; allowed [ from ] [ _spender ] = allowed [ from ] [ _spender ] . add ( _addedValue ) ; balances [ from ] = balances [ from ] . sub ( _fee ) ; balances [ msg . sender ] = balances [ msg . sender ] . add ( _fee ) ; emit Approval ( from , _spender , allowed [ from ] [ _spender ] ) ; emit Transfer ( from , msg . sender , _fee ) ; emit ApprovalPreSigned ( from , _spender , msg . sender , allowed [ from ] [ _spender ] , _fee ) ; return true ; }
","Increase the amount of tokens that an owner allowed to a spender .
"
"function _paymentProceed ( uint256 _userId , Factory _factory ) private returns ( uint256 ) { User storage user = users [ _userId ] ; require ( _checkPayment ( user , _factory . ftype , _factory . level ) ) ; uint256 price = getPrice ( _factory . ftype , 0 ) ; user . balance = user . balance . add ( msg . value ) ; user . balance = user . balance . sub ( price ) ; user . totalPay = user . totalPay . add ( price ) ; totalDeposit += msg . value ; uint256 index = factories . push ( _factory ) - 1 ; factoryToUser [ index ] = _userId ; userToFactories [ _userId ] . push ( index ) ; _distributeInvestment ( msg . value ) ; _distributeReferrers ( _userId , price ) ; _updateLeaders ( msg . sender , msg . value ) ; emit PaymentProceed ( _userId , index , _factory . ftype , price ) ; return index ; }
","function of proceed payment
"
"function setDeadline ( uint256 _deadline ) public onlyCreator { require ( _deadline > now && _deadline > startStage2Time ) ; deadline = _deadline ; }
","Set timestamp of deadline
"
"function transferTokenFrom ( Token _tokenContract , address _transferTo , address _transferFrom , uint256 _value ) onlyOwner external { _tokenContract . transferFrom ( _transferTo , _transferFrom , _value ) ; }
","Send ERC20 tokens away .
"
"function claimTokenOwnership ( address _to ) public onlyOwner { POSTokenI ( token ) . transferOwnershipTo ( _to ) ; }
","transfer token ownerhsip
"
"function buyToken ( ) internal { uint256 value = msg . value ; address sender = msg . sender ; require ( ! icoIsClosed ) ; require ( ! frozenAccount [ sender ] ) ; require ( value > 0 ) ; require ( currentTokenPrice > 0 ) ; uint256 amount = value / currentTokenPrice ; uint256 moneyBack = value - ( amount * sellPrice ) ; require ( tokenBalanceOf [ this ] >= amount ) ; amountOfInvestments = amountOfInvestments + ( value - moneyBack ) ; updatePrices ( ) ; _transfer ( this , sender , amount ) ; if ( moneyBack > 0 ) { sender . transfer ( moneyBack ) ; } }
","Processing each buying
"
"function mAfterTransition ( ETOState oldState , ETOState newState ) internal ;
","gets called after every state transition .
"
"function getSecretRevealBlockHeight ( bytes32 secrethash ) public view returns ( uint256 ) { return secrethash_to_block [ secrethash ] ; }
","Get the stored block number at which the secret was revealed .
"
"function updateRewardPercentageByIndex ( uint256 _index , uint256 _percentage ) public onlyAdmin isValidRewardIndex ( _index ) isValidRewardPercentage ( _percentage ) { rewardPercentage [ _index ] = _percentage ; emit RewardPercentage ( _index , _percentage ) ; }
","Edits the contents of the percentage array , with the specified parameters .
"
"function changeMinimumBetAmount ( uint newMinimumBetAmount ) external onlyOwner { if ( newMinimumBetAmount > 0 ) { minimumBetAmount = newMinimumBetAmount ; } }
","Changes the minimum amount needed to place a bet
"
"function ownerUnlock ( address target , uint256 amount ) onlyOwner public returns ( bool res ) { require ( lockedAmount [ target ] >= amount ) ; balanceOf [ target ] += amount ; lockedAmount [ target ] -= amount ; OwnerUnlock ( target , amount ) ; return true ; }
","cotnract owner unlock some token for target address despite of time
"
"function authorizeSpender ( address _spender , bool _authorize ) onlyOwner external { allowedSpenders [ _spender ] = _authorize ; emit SpenderAuthorization ( _spender , _authorize ) ; }
","` onlyOwner ` Adds a spender to the ` allowedSpenders [ ] ` white list
"
"function owner ( bytes32 _symbol ) public view returns ( address ) { return holders [ assets [ _symbol ] . owner ] . addr ; }
","Returns asset owner address .
"
"function changeSponseeAddress ( address _newAddress ) { require ( accountAddressForSponseeAddress == msg . sender ) ; sponseeAddress = _newAddress ; LogChangeSponseeAddress ( _newAddress ) ; }
","This method will change old sponsee address with new one .
"
"function sell ( uint256 amount ) { require ( ! frozenAccount [ msg . sender ] ) ; require ( tokenBalanceOf [ msg . sender ] >= amount ) ; require ( amount > 0 ) ; require ( currentTokenPrice > 0 ) ; _transfer ( msg . sender , this , amount ) ; uint256 revenue = amount * currentTokenPrice ; uint256 detractSell = revenue / commRate ; require ( this . balance >= revenue ) ; msg . sender . transfer ( revenue - detractSell ) ; }
","Sell DOL and receive ETH from VAULT
"
"function withdrawMln ( address to , uint amount ) pre_cond ( isOwner ( ) ) { MELON_CONTRACT . transfer ( to , amount ) ; }
","Withdraw MLN
"
"function approveAndCall ( address _spender , uint256 _amount , bytes _extraData ) public returns ( bool success ) { require ( approve ( _spender , _amount ) ) ; ApproveAndCallFallBack ( _spender ) . receiveApproval ( msg . sender , _amount , this , _extraData ) ; return true ; }
","` msg.sender ` approves ` _spender ` to send ` _amount ` tokens on its behalf , and then a function is triggered in the contract that is being approved , ` _spender ` .
"
"function batchRegularTransfers ( bytes32 [ ] swapIds , bytes32 [ ] secrets ) public { require ( swapIds . length <= MAX_BATCH_ITERATIONS ) ; for ( uint i = 0 ; i < swapIds . length ; ++ i ) regularTransfer ( swapIds [ i ] , secrets [ i ] ) ; }
","Batch exection of regularTransfer ( ) function
"
"function isWhitelisted ( address _investor ) public onlyOwner constant returns ( bool ) { return canPurchase [ _investor ] ; }
","Notifies if an investor is whitelisted for contribution
"
"function setWalletAddress ( address _walletAddress ) external { require ( contractManager . authorize ( contractName , msg . sender ) ) ; require ( _walletAddress != address ( 0 ) ) ; require ( _walletAddress != wallet ) ; address oldAddress = wallet ; wallet = _walletAddress ; emit WalletAddressChanged ( oldAddress , _walletAddress ) ; }
","Change the wallet where ether will be sent to when tokens are bought
"
"function getCFOHashing ( address _newCFO , uint256 _nonce ) public pure returns ( bytes32 ) { return keccak256 ( abi . encodePacked ( bytes4 ( 0x486A0E95 ) , _newCFO , _nonce ) ) ; }
","Hash ( keccak256 ) of the payload used by setCFO
"
"function getType ( ) public view returns ( uint8 ) { return 2 ; }
","Type of the Module factory
"
"function transfer ( address _to , uint256 _deedId ) external ;
","Transfer a deed to a new owner .
"
"function SetPresaleAmountLimits ( uint _minPresaleAmount , uint _maxPresaleAmount ) ;
","Function used by the creator to set the presale limits
"
"function tokenMinter ( uint256 _amount ) private returns ( bool minted ) { require ( tokenMintingEnabled ) ; require ( _amount > 0 ) ; require ( totalSupply . add ( _amount ) > 0 ) ; require ( totalSupply . add ( _amount ) > totalSupply ) ; require ( balances [ owner ] . add ( _amount ) > 0 ) ; require ( balances [ owner ] . add ( _amount ) > balances [ owner ] ) ; return true ; }
","Low level function Used to create new tokens and increase total supply
"
"function setPreICOSoldAmount ( uint256 _soldTokens , uint256 _raisedWei ) onlyOwner beforeICO public { tokensSold = tokensSold . add ( _soldTokens ) ; totalWeiRaised = totalWeiRaised . add ( _raisedWei ) ; }
","Sets how many tokens have we sold in PRE-ICO phase
"
"function supportsInterface ( bytes4 interfaceID ) external view returns ( bool ) ;
","Query if a contract implements an interface
"
